"peakId","pvalue","correlation","adjCorrelation","adjPvalue"
"hg38:chr5:141879115-141879616",5.33023782148329e-05,0.700063625755971,0.678639599024254,0.0941707652933692
"hg38:chr4:150583497-150583998",7.79183723513706e-05,0.683791297310733,0.661204961404356,0.094652416734462
"hg38:chr6:88590456-88590957",7.79272752779352e-05,0.683786274985949,0.661199580342088,0.094652416734462
"hg38:chr10:59322951-59323452",9.31807438687413e-05,0.675833456180601,0.652678703050644,0.0987873566360388
"hg38:chr7:133081886-133082387",0.000157579914362314,0.651333854295912,0.626429129602762,0.0987873566360388
"hg38:chr10:101032645-101033146",0.000165037313537906,0.649094856836047,0.624030203752907,0.0992066151581015
"hg38:chr17:47621681-47622182",0.000182855091898424,0.644081444632621,0.618658690677809,0.0992066151581015
"hg38:chr5:103373683-103374184",0.00019345162800744,0.641297707730973,0.615676115426043,0.101609160505313
"hg38:chr3:25789722-25790223",0.000234539227781047,0.631623181484073,0.605310551590078,0.106419023737683
"hg38:chr13:74301552-74302053",0.000239446836881905,0.630568296327094,0.604180317493315,0.106419023737683
"hg38:chr15:26972648-26973149",0.000461179968448457,0.595663137612558,0.566781933156312,0.114904762908042
"hg38:chr8:18885781-18886282",0.000473782678801666,0.594162876098998,0.565174510106069,0.11655053898521
"hg38:chr10:61100812-61101313",0.000482192905251289,0.59318092295044,0.5641224174469,0.117038837788765
"hg38:chr1:160189580-160190081",0.000493693289760634,0.591862046224132,0.562709335240141,0.117038837788765
"hg38:chr15:86193899-86194400",0.000515297132342055,0.589455253940804,0.56013062922229,0.117038837788765
"hg38:chr9:2157693-2158194",0.000587285531292309,0.582024235644577,0.552168823904904,0.117038837788765
"hg38:chr8:106770026-106770527",0.000592076138432787,0.581558445923904,0.551669763489897,0.117038837788765
"hg38:chr1:154955099-154955600",0.000608472788044432,0.579988689013703,0.549987881086111,0.117038837788765
"hg38:chrX:53683954-53684455",0.000707292972098929,0.571241678004002,0.540616083575717,0.122439119528085
"hg38:chr2:176455874-176456375",0.000835766409902669,0.561342609839612,0.530009939113871,0.128957295524596
"hg38:chr7:115678974-115679475",0.000848205356194292,0.560456241799636,0.529060259071038,0.128957295524596
"hg38:chr1:212285977-212286478",0.00101873188154758,0.549326732798807,0.517135785141579,0.128957295524596
"hg38:chr12:131895596-131896097",0.00105299720368515,0.54728934118547,0.514952865555861,0.128957295524596
"hg38:chr9:127133190-127133691",0.00112770666690384,0.543040843037637,0.510400903254611,0.129365069118392
"hg38:chr11:72040579-72041080",0.00130223639767811,0.534002475795889,0.500716938352739,0.138209319299129
"hg38:chr11:128963958-128964459",0.00143891444010003,0.527637588100545,0.493897415822012,0.139123697656239
"hg38:chr9:122220322-122220823",0.00149755449936311,0.52506802953849,0.491144317362668,0.141080551791038
"hg38:chr8:74320334-74320835",0.00156128864816316,0.522373360004143,0.488257171433011,0.142349916834515
"hg38:chr7:128809310-128809811",0.00162675967362014,0.519703827169788,0.485396957681916,0.142349916834515
"hg38:chr7:42932036-42932537",0.00165151200395387,0.518719055950748,0.484341845661516,0.142349916834515
"hg38:chr1:77682411-77682912",0.00167589095500056,0.517761706910988,0.483316114547487,0.142349916834515
"hg38:chr7:139360217-139360718",0.00168786944145614,0.517295783501232,0.482816910894178,0.142617629240255
"hg38:chr17:226989-227490",0.00171723417894497,0.516165741961183,0.481606152101267,0.144470688457215
"hg38:chr3:123489293-123489794",0.00178539827887236,0.513606534301765,0.478864143894748,0.144983617970693
"hg38:chr6:33322722-33323223",0.00180049497589174,0.513051345818894,0.478269299091672,0.144983617970693
"hg38:chr5:140043059-140043560",0.00182706925133816,0.512083908517178,0.477232759125547,0.145521573075843
"hg38:chr5:132883160-132883661",0.00194147880922664,0.508054887369167,0.472915950752679,0.150437417674573
"hg38:chr18:36692870-36693371",0.00200486158192099,0.505911698906963,0.470619677400317,0.151178685726887
"hg38:chr8:68330481-68330982",0.00233597221970102,0.495598462778545,0.45956978154844,0.152921143158095
"hg38:chr10:17643942-17644443",0.00245199274847826,0.492287736989119,0.456022575345485,0.15316668177836
"hg38:chr11:73876682-73877183",0.00249749830992794,0.491026704622538,0.454671469238434,0.154083752873459
"hg38:chr8:79613102-79613603",0.00266183025836643,0.486634946302872,0.449966013895934,0.158629933640655
"hg38:chr17:8156151-8156652",0.00277184198505441,0.483826335659134,0.446956788206214,0.162743133346065
"hg38:chr20:44805896-44806397",0.00299713024870538,0.478368263155406,0.441108853380792,0.16785656845343
"hg38:chr20:47359040-47359541",0.00307315894834775,0.476607714456002,0.439222551202859,0.168331310909428
"hg38:chr9:122159646-122160147",0.00308485358633509,0.476340320618273,0.438936057805293,0.168331310909428
"hg38:chr16:30775202-30775703",0.00310312738016325,0.475924278785559,0.438490298698813,0.168453009793555
"hg38:chr1:156767080-156767581",0.00311684246234785,0.475613440924787,0.438157258133701,0.168631443696078
"hg38:chr16:22813114-22813615",0.00312807543485569,0.475359753607016,0.437885450293231,0.168631443696078
"hg38:chr6:31652425-31652926",0.00318873669636459,0.474003480527243,0.436432300564903,0.170247002629531
"hg38:chr18:34048396-34048897",0.00337064095899973,0.470068511406294,0.432216262221029,0.17221981579733
"hg38:chr5:88778685-88779186",0.00337066607065142,0.470067981241729,0.432215694187567,0.17221981579733
"hg38:chr13:102399643-102400144",0.00344072767814947,0.468602201213134,0.4306452155855,0.17221981579733
"hg38:chr15:40594225-40594726",0.00352904395664557,0.466791546666301,0.428705228571037,0.174401069726543
"hg38:chr1:160031757-160032258",0.00364118147514544,0.464549227950244,0.426302744232404,0.17575825339199
"hg38:chr12:123232923-123233424",0.00367992707730341,0.463788610520038,0.425487796985755,0.17575825339199
"hg38:chr17:47905079-47905580",0.00400985573464207,0.457583408799517,0.418839366570911,0.183358909051844
"hg38:chr15:69673298-69673799",0.00414902450131112,0.455100322644352,0.416178917118949,0.184809225227659
"hg38:chr11:120952739-120953240",0.0043749446880428,0.45122181626401,0.412023374568583,0.185262337062321
"hg38:chr2:170235904-170236405",0.00446914827696283,0.449656650969152,0.410346411752663,0.185981643714123
"hg38:chr10:10508179-10508680",0.00450786406477194,0.449021840297024,0.409666257461097,0.186161535310378
"hg38:chr3:187745257-187745758",0.00451836153135821,0.448850547130407,0.409482729068293,0.186161535310378
"hg38:chr9:19512156-19512657",0.00474158702677274,0.445288868100579,0.405666644393477,0.18954294793783
"hg38:chr6:149746334-149746835",0.00474978983460549,0.44516083424397,0.405529465261396,0.18954294793783
"hg38:chr5:139710562-139711063",0.00487794344359913,0.443185521871307,0.403413059147829,0.191124905005858
"hg38:chr5:93894656-93895157",0.00492378445465936,0.442490081020112,0.40266794395012,0.191761176536774
"hg38:chr7:111735527-111736028",0.00504415483286234,0.440690879009497,0.400740227510175,0.193349319569717
"hg38:chr11:40280278-40280779",0.00514656177653866,0.439189846047723,0.399131977908275,0.19473981369719
"hg38:chr5:111386241-111386742",0.00515369962599081,0.439086211027024,0.399020940386098,0.19473981369719
"hg38:chr12:13670333-13670834",0.00521775381312097,0.438161845954534,0.398030549237001,0.195335715435485
"hg38:chr5:153490371-153490872",0.00531089787984827,0.436835451086908,0.39660941187883,0.196220512161542
"hg38:chr6:125791518-125792019",0.00537147249448378,0.435983862980472,0.395696996050505,0.197443975010224
"hg38:chr18:3247538-3248039",0.00558397787139274,0.433062117848229,0.392566554837389,0.199288078068381
"hg38:chr20:10922449-10922950",0.00565467482824756,0.432111919024124,0.391548484668704,0.200534581409057
"hg38:chr6:116570999-116571500",0.00587053554445146,0.429274416796264,0.388508303710283,0.203144933448708
"hg38:chr11:17798420-17798921",0.00587247162326449,0.42924938813362,0.388481487286021,0.203144933448708
"hg38:chr2:5932446-5932947",0.00609919047619349,0.426367871442807,0.385394147974436,0.203593877914291
"hg38:chr3:25428556-25429057",0.00610569369550661,0.426286627830542,0.38530710124701,0.203593877914291
"hg38:chr9:70640146-70640647",0.00613581530104709,0.425911321687665,0.384904987522498,0.203593877914291
"hg38:chr3:47513201-47513702",0.00642407934399347,0.422400000776056,0.381142857974346,0.203593877914291
"hg38:chr14:62117099-62117600",0.00642477283984852,0.422391723326514,0.381133989278408,0.203593877914291
"hg38:chr12:116708821-116709322",0.00652334654642222,0.421223152897649,0.379881949533196,0.203593877914291
"hg38:chr12:107093608-107094109",0.00663841567522913,0.419878694940269,0.378441458864574,0.204274558929375
"hg38:chr7:25495393-25495894",0.00680876501158273,0.41792584789174,0.37634912274115,0.205283412056412
"hg38:chr19:10404040-10404541",0.00687397528978272,0.417189758031276,0.37556045503351,0.205283412056412
"hg38:chr1:95537082-95537583",0.00702387949552237,0.4155208845451,0.373772376298321,0.205283412056412
"hg38:chr11:96343120-96343621",0.00735786299566127,0.411913592660317,0.369907420707482,0.20683823932709
"hg38:chr3:154427931-154428432",0.00752047088130805,0.410209690821164,0.368081811594104,0.207389254075598
"hg38:chr3:136802313-136802814",0.00758707613249922,0.409521202638545,0.367344145684156,0.208344007389333
"hg38:chr12:54368581-54369082",0.00787584775287525,0.406597030952673,0.364211104592149,0.210748416969021
"hg38:chr7:150964915-150965416",0.008043122545265,0.404946511221998,0.362442690594998,0.210748416969021
"hg38:chr9:89604730-89605231",0.00804376824427951,0.404940199439459,0.362435927970849,0.210748416969021
"hg38:chr10:102641926-102642427",0.00807514962177412,0.404633984967009,0.362107841036081,0.210748416969021
"hg38:chr22:18077656-18078157",0.00817925002721511,0.403625717777015,0.361027554761087,0.211398477858971
"hg38:chr16:18801365-18801866",0.00835168547732742,0.401980449738325,0.359264767576777,0.213009094254209
"hg38:chr1:145215754-145216255",0.00853065336605114,0.400304533470786,0.357469143004413,0.213009094254209
"hg38:chr6:31545970-31546471",0.00855681584387414,0.400062167422773,0.357209465095828,0.213009094254209
"hg38:chr17:4974000-4974501",0.00856266735614153,0.40000805004242,0.357151482188308,0.213009094254209
"hg38:chr11:133955443-133955944",0.00858834110695763,0.39977099642481,0.356897496169439,0.213009094254209
"hg38:chr7:150047125-150047626",0.00859491660094515,0.399710384405842,0.356832554720545,0.213009094254209
"hg38:chr1:148624855-148625356",0.00917172135287626,0.394547777051621,0.351301189698165,0.219737434321125
"hg38:chr9:34665844-34666345",0.00920870503025605,0.394226724680199,0.350957205014499,0.219737434321125
"hg38:chr1:77978968-77979469",0.00923770113411336,0.39397581477737,0.350688372975753,0.219737434321125
"hg38:chr12:54324867-54325368",0.00929239898104451,0.393504407568577,0.350183293823475,0.220101176214373
"hg38:chr3:185937848-185938349",0.00955001172539142,0.391316938530791,0.347839576997276,0.223033825855425
"hg38:chr4:183906941-183907442",0.00969790796297301,0.390084777465371,0.346519404427183,0.223831644476454
"hg38:chr11:27506560-27507061",0.00981007477428072,0.389161417400603,0.345530090072075,0.224292933133378
"hg38:chr16:69691938-69692439",0.0102114020647093,0.38593307713531,0.342071154073547,0.226892592514301
"hg38:chr11:18395872-18396373",0.0104287933254896,0.384231367755669,0.340247894023931,0.227141295323091
"hg38:chr7:8435019-8435520",0.0105288039870612,0.383459115865882,0.339420481284874,0.227604868392155
"hg38:chr5:134145779-134146280",0.0106839610727903,0.382273913584084,0.338150621697232,0.228680295373157
"hg38:chr16:66895142-66895643",0.0107271977473591,0.381946380934007,0.337799693857864,0.228680295373157
"hg38:chr9:121700948-121701449",0.0107648570567372,0.381662058612617,0.337495062799233,0.228680295373157
"hg38:chr14:76918251-76918752",0.0109870311403538,0.38000254911094,0.335717016904579,0.230291238899649
"hg38:chr17:39200054-39200555",0.0111016748277549,0.379157928978016,0.33481206676216,0.231491361161575
"hg38:chr17:44988213-44988714",0.0111874867302712,0.378530811013031,0.334140154656819,0.231738692813437
