"peakId","pvalue","correlation","adjCorrelation","adjPvalue"
"hg38:chr12:11758503-11759004",0.334463383362821,0.066618350204124,-5.17676384386434e-05,0.663315781443943
"hg38:chr11:17504498-17504999",0.33476097159774,0.0665391744634789,-0.000136598789129709,0.663475186851986
"hg38:chr9:70411084-70411585",0.334911707148,0.0664991033784234,-0.000179532094546359,0.663475186851986
"hg38:chr3:181317412-181317913",0.334976152849328,0.0664819781581135,-0.000197880544878286,0.663475186851986
"hg38:chr2:39124167-39124668",0.335293961865878,0.066397586236524,-0.00028830046086704,0.663486697373126
"hg38:chr17:67490963-67491464",0.335402791743064,0.0663687100669206,-0.000319239214013726,0.663508609980242
"hg38:chrX:110413085-110413586",0.335407460350206,0.0663674715912076,-0.000320566152277541,0.663508609980242
"hg38:chr11:17846727-17847228",0.335613400429518,0.0663128616505109,-0.000379076803023966,0.663848429918295
"hg38:chr1:207805751-207806252",0.335689312148675,0.0662927423418724,-0.000400633205136822,0.663931008782551
"hg38:chr9:113664064-113664565",0.337038783356323,0.0659360256719769,-0.000782829637167504,0.6655642499277
"hg38:chr7:94908274-94908775",0.338195169045126,0.0656317603217266,-0.00110882822672147,0.666604138093877
"hg38:chr17:39451040-39451541",0.338694803172898,0.0655006986895702,-0.00124925140403196,0.666714399344837
"hg38:chr19:45863113-45863614",0.339168329923052,0.0653767078371178,-0.00138209874594514,0.666937997619476
"hg38:chr19:38172981-38173482",0.339625132872108,0.0652573006364017,-0.00151003503242677,0.66743602307984
"hg38:chr10:74932610-74933111",0.340140233735994,0.0651228949049543,-0.00165404117326336,0.667983400375947
"hg38:chr1:207050764-207051265",0.34031246457601,0.0650780112889258,-0.00170213076186518,0.667983400375947
"hg38:chr1:18875156-18875657",0.340653891900067,0.0649891187091471,-0.00179737281162812,0.668166478017591
"hg38:chr12:6944493-6944994",0.341298297253828,0.0648216473214049,-0.00197680644135191,0.668830403229897
"hg38:chr2:47072232-47072733",0.34212892126851,0.0646063634993146,-0.00220746767930591,0.669782759739319
"hg38:chr11:85310393-85310894",0.342404645778376,0.064535045044648,-0.00228388030930562,0.669850199925201
"hg38:chr1:93179656-93180157",0.342588359927175,0.0644875657928092,-0.00233475093627585,0.670062184977769
"hg38:chr11:62689543-62690044",0.344276383497456,0.0640528013600753,-0.00280056997134798,0.671690536141903
"hg38:chr3:167740911-167741412",0.346097450236349,0.0635867646435924,-0.00329989502472243,0.67321388072758
"hg38:chr14:44961447-44961948",0.347423646329841,0.0632493115860485,-0.00366145187209085,0.674396161976333
"hg38:chr6:87968483-87968984",0.347539300797933,0.063219960133888,-0.00369289985654847,0.674471487834068
"hg38:chr1:86915475-86915976",0.347616068655868,0.0632004843547561,-0.00371376676276128,0.674471487834068
"hg38:chr14:99215255-99215756",0.348696855929067,0.062926867035497,-0.00400692817625322,0.675464965640436
"hg38:chr1:207866730-207867231",0.350102932731857,0.0625724985340255,-0.00438660871354418,0.676247602635061
"hg38:chr8:132734897-132735398",0.351706060602493,0.0621706608913372,-0.00481714904499578,0.678229699818047
"hg38:chr4:77862586-77863087",0.351911668317447,0.062119291695202,-0.00487218746942658,0.678342725856106
"hg38:chr16:68406644-68407145",0.352351134085286,0.0620096228882982,-0.00498968976253759,0.678898210631227
"hg38:chr6:142885349-142885850",0.353182118399949,0.0618027247879312,-0.0052113662986451,0.679656743499074
"hg38:chr2:43595873-43596374",0.353807968865448,0.0616473091053018,-0.00537788310146229,0.680580428281809
"hg38:chr14:73758250-73758751",0.354069857617894,0.061582378815316,-0.00544745126930436,0.680590998970719
"hg38:chr11:43680268-43680769",0.35409245345205,0.0615767794776572,-0.00545345055965312,0.680590998970719
"hg38:chr18:27605248-27605749",0.35445481022512,0.0614870481455131,-0.0055495912726645,0.680679326276185
"hg38:chr6:85594269-85594770",0.354890032859278,0.0613794272249489,-0.00566489940184047,0.681044030669221
"hg38:chr20:50790516-50791017",0.355490877574183,0.0612311278210514,-0.00582379162030213,0.681591329397857
"hg38:chr3:51962727-51963228",0.356401543359757,0.0610069676489896,-0.00606396323322548,0.682477889591041
"hg38:chr3:170597839-170598340",0.356701050203098,0.0609334039078089,-0.00614278152734759,0.68276649361243
"hg38:chr18:21831232-21831733",0.35683032679449,0.0609016758629679,-0.00617677586110579,0.682946678247402
"hg38:chr22:31292243-31292744",0.356906792483793,0.0608829159862365,-0.00619687572903234,0.683005395507005
"hg38:chr14:44962221-44962722",0.357223659409614,0.0608052314790187,-0.00628010912962277,0.683373633888018
"hg38:chr12:48682073-48682574",0.357395387018864,0.060763166784375,-0.00632517844531257,0.683515663410646
"hg38:chrX:101617752-101618253",0.357512303258294,0.0607345429308083,-0.00635584685984826,0.683515663410646
"hg38:chr1:205812473-205812974",0.358305655835379,0.0605406274437635,-0.00656361345311041,0.684086070881693
"hg38:chr22:31822754-31823255",0.358968631036747,0.0603790007897393,-0.00673678486813639,0.684531534301347
"hg38:chr6:33289038-33289539",0.359135392895998,0.0603384061476409,-0.00678027912752762,0.684543423410705
"hg38:chr9:119026989-119027490",0.359493992486369,0.0602511944957651,-0.00687372018310879,0.684888827927676
"hg38:chr3:42701281-42701782",0.35958229531697,0.0602297363121178,-0.00689671109415941,0.684975723112134
"hg38:chr22:36977996-36978497",0.35973590621598,0.0601924239340733,-0.00693668864206445,0.685175354568511
"hg38:chr2:55520041-55520542",0.360938022971034,0.0599011322105248,-0.00724878691729486,0.685879739911639
"hg38:chr12:92242839-92243340",0.361522800055486,0.059759881951826,-0.00740012648018629,0.686387660731263
"hg38:chr1:34268488-34268989",0.361756261073739,0.0597035725622076,-0.00746045796906339,0.686719087927781
"hg38:chr1:117301649-117302150",0.362546909609955,0.059513219827052,-0.0076644073281586,0.686994848691451
"hg38:chr6:44269964-44270465",0.363127191485276,0.059373853905701,-0.00781372795817757,0.687232924856812
"hg38:chr12:6617645-6618146",0.363144758046021,0.05936963943384,-0.00781824346374289,0.687232924856812
"hg38:chr10:72354783-72355284",0.363342276525247,0.0593222699847243,-0.00786899644493828,0.687421514991399
"hg38:chr1:87170159-87170660",0.363408219572311,0.0593064627279351,-0.00788593279149816,0.687479347723965
"hg38:chr17:45896659-45897160",0.363777893753539,0.0592179163220632,-0.00798080394064663,0.687977772207695
"hg38:chr1:22889152-22889653",0.364534127809641,0.059037140256136,-0.00817449258271142,0.688469994154769
